;Unnamed: 0.1;Unnamed: 0;GV_Key;Date_cal;Ticker Symbol;Company Name;Quarter;Fiscal Data Year and Quarter;Final Date;Date_rep;Assets;Cash;Long-Term Debt;Net Income;EBIT;EBITDA;Revenue;Stockholders Equity;HQ;Share_Price;Share_Price_BD;Div_Per_Share_Ann;Div_Yield;Market_Cap;Beta_1Y;Beta_2Y;Beta_5Y;Rev_1y_Growth;Rev_2y_Growth;Primary Industry;Industry Sector;Industry Group;Industry;Shares_out;EBITDA_Margin;Profit_Margin;Leverage;Debt/Assets;Cash/Assets;ROE;P/B;P/Sales;P/EBITDA;P/EBIT;P/E;Universe;P/EBIT AVG;P/EBITDA AVG;P/Sales AVG;P/E AVG
16688;16688;16688;GV_004186;31.03.2017;EML;EASTERN CO;2017Q1;2017Q1;30.05.2017;02.05.2017;-0.321153688;-0.292680302;-0.241859456;-0.210701523;-0.25930155;-0.297051831;-0.329701997;-0.368505098;31;-0.162519718;24.27108;0.434782609;0.722213435;-0.342084954;-0.708356624;-0.712746683;-0.392265043;-0.421140975;-0.448645692;79;6;1;45;-0.461803906;-0.326617994;-0.140369681;-0.850700009;-0.738899581;0.851928615;-0.153961144;-0.149280809;-0.193683739;0.380578115;0.400045439;0.474737302;Value;0.26;-0.02;-0.33;0.02
16712;16712;16712;GV_004241;31.03.2017;EE.2;EL PASO ELECTRIC CO;2017Q1;2017Q1;14.05.2017;03.05.2017;0.226966072;-0.341616475;0.364148867;-0.28066007;-0.245124367;-0.167074351;-0.18495637;0.132667405;31;0.254869682;47.12143;1.304347826;1.152193399;-0.029628056;-0.077515372;-0.720508075;-0.686045489;-0.075317619;-0.401995602;45;10;23;21;-0.155885595;-0.000444439;-0.709022002;0.356801129;0.45790672;-0.568661705;-0.607976958;-0.17852302;0.504396106;1.125280804;7.506770519;-5.637846053;Value;7.51;1.13;0.5;-5.64
16725;16725;16725;GV_004423;31.03.2017;EFX;EQUIFAX INC;2017Q1;2017Q1;28.04.2017;26.04.2017;0.793964956;-0.027951949;0.791057224;1.717834284;1.544596582;1.405402551;0.522087049;1.099713951;31;1.769442285;130.03804;1.652173913;0.466861753;2.367311489;-0.785019564;-0.311242719;-0.254820707;0.521938594;0.478973414;121;6;2;56;0.557690756;1.158489757;1.095936681;0.177066052;0.050054603;-0.442280302;0.551171548;1.092131409;1.278295308;0.559920089;0.488639999;0.492728647;Growth;0.31;0.5;0.4;0.44
16749;16749;16749;GV_004485;31.03.2017;KINS;KINGSTONE COS INC;2017Q1;2017Q1;05.06.2017;11.05.2017;-0.308177763;-0.293597108;-0.242221565;-0.211285993;-0.261169677;-0.302035376;-0.346173803;-0.366415017;31;-0.378823301;12.42935;0.304347826;1.041627122;-0.344972934;-0.848602571;-0.751132844;-0.896110392;0.461783147;0.949501664;114;4;13;41;-0.431257787;-0.17508695;0.113261101;-0.870617467;0.050750559;0.291102759;-0.182252681;-0.250349676;-0.0311877;0.462381178;0.258715677;0.279498225;Value;0.06;0.31;-0.19;0.13
16773;16773;16773;GV_004510;31.03.2017;FMC;FMC CORP;2017Q1;2017Q1;03.05.2017;02.05.2017;0.668009307;-0.099967712;0.665789795;-1.808045995;0.377808869;0.291668688;0.269382404;0.556692226;31;0.438697761;57.18526;0.673913043;0.345697564;1.25043836;-0.424580771;0.168576494;0.615680295;-1.49761243;-1.100830479;51;8;14;9;0.682868897;0.143864489;-2.31925536;0.164855756;0.455459878;-0.459204139;-1.896895983;0.944663475;0.681215662;1.10183955;0.938256289;-1.238526233;Value;0.94;1.1;0.68;-1.24
16797;16797;16797;GV_004608;31.03.2017;FSS;FEDERAL SIGNAL CORP;2017Q1;2017Q1;03.05.2017;27.04.2017;-0.232991093;-0.204403857;-0.209712892;-0.137223449;-0.178671295;-0.212394357;-0.178039624;-0.207930277;31;-0.344011915;14.33513;0.260869565;0.833886956;-0.219231139;1.216503633;0.606004169;0.381000306;-0.624789711;-0.684510047;28;6;1;45;0.016321738;-0.277672233;-0.149340424;-0.52739947;-0.534197157;0.0819276;-0.147731422;-0.054599342;-0.133692891;0.431224555;0.489549786;0.654195999;Value;0.34;0.28;0.08;0.51
16821;16821;16821;GV_004771;31.03.2017;FLXS;FLEXSTEEL INDUSTRIES INC;2017Q1;2017Q3;18.05.2017;20.04.2017;-0.297526001;-0.25543141;-0.242221565;-0.133106745;-0.192460604;-0.243003485;-0.239076034;-0.296084797;31;0.189074593;43.51942;0.826086957;0.67407466;-0.302703494;1.077976523;1.332255362;0.840368741;-0.660454161;-0.297245883;65;1;4;35;-0.447929084;-0.255821222;0.042743342;-0.870617467;-1.323688437;0.492709563;0.174021567;-0.222766249;-0.335443046;-0.118612177;-0.176636531;-0.11351385;Value;0.09;0.24;-0.14;0.19
16845;16845;16845;GV_004809;31.03.2017;FLO;FLOWERS FOODS INC;2017Q1;2017Q1;18.05.2017;17.05.2017;0.115863551;-0.338036946;0.204981637;0.537687213;0.276819197;0.342965523;0.902373305;0.225691101;31;-0.322647019;15.50477;0.652173913;1.613387114;0.296134179;0.348937954;-0.261806705;-0.236098691;-0.316211193;-0.274695327;107;2;10;27;1.356505839;-0.305964839;-0.063964362;0.254226158;-0.016652557;-0.562119616;0.480588067;0.27146377;-0.343799216;-0.075099053;0.095965921;-0.016936201;Value;0;-0.01;-0.18;0.04
16869;16869;16869;GV_004826;31.03.2017;FONR;FONAR CORP;2017Q1;2017Q3;12.06.2017;10.05.2017;-0.326730075;-0.334749732;-0.242045074;-0.154998968;-0.230891773;-0.277066273;-0.346857454;-0.372902305;31;-0.226836522;20.75;-0.043478261;-0.125988611;-0.348611465;0.344214645;-0.283672634;1.991760615;-0.054143425;-0.032802862;60;5;11;30;-0.462610582;1.053558548;2.059093566;-0.857386772;-1.239624547;0.061284668;1.098881781;-0.250727561;0.027233521;-0.328837786;-0.358379463;-0.355665731;Value;-0.01;0;0.37;0.02
16893;16893;16893;GV_004860;31.03.2017;FSTR;FOSTER (LB) CO;2017Q1;2017Q1;30.05.2017;02.05.2017;-0.274785543;-0.265609284;-0.16865814;-0.260749964;-0.276304671;-0.285994411;-0.241267139;-0.344053764;31;-0.334607189;14.85;-0.043478261;-0.125988611;-0.344449052;-0.895053102;1.690557363;1.147281276;-1.537605333;-1.279840842;79;6;1;45;-0.42538698;-0.596071399;-0.683987938;0.388293713;0.40781662;0.057859002;-0.9124757;-0.440530986;-0.489512748;-0.053674174;9.75910346;-1.255333741;Value;4.73;1.31;-0.35;-4.45
16917;16917;16917;GV_004903;31.03.2017;FRD;FRIEDMAN INDUSTRIES INC;2017Q1;2016Q4;07.07.2017;29.06.2017;-0.331509428;-0.351459515;-0.242221565;-0.23476645;-0.282502736;-0.317008845;-0.345736224;-0.3806161;31;-0.508469039;5.33178;0;0.238874829;-0.363521472;-0.13735327;-0.411236874;-0.729576602;-0.651394605;-1.404849918;131;8;14;48;-0.45505472;-0.876027769;-0.662245855;-0.870617467;-1.682155583;-0.404559651;-0.659895391;-0.618499059;-0.440521257;-8.787807632;-2.065338335;-1.635076414;Value;-2.07;-8.79;-0.44;-1.64
16941;16941;16941;GV_004926;28.02.2017;FUL;FULLER (H. B.) CO;2017Q1;2017Q1;04.04.2017;29.03.2017;0.020916218;-0.045708751;0.142030443;-0.041992916;0.039100054;0.022859801;0.170229531;0.074670862;31;0.272171805;48.06865;0.565217391;0.439866076;0.060711575;0.965134153;0.645247511;0.672949779;-0.324983863;-0.36591084;130;8;14;9;-0.067545644;-0.191103353;-0.25079347;0.348679041;0.040163055;-0.171969404;-0.205564346;0.100618053;-0.134393032;0.262355549;0.351005921;1.1434862;Value;0.51;0.34;0.01;1.14
16965;16965;16965;GV_004973;31.03.2017;AJG;ARTHUR J GALLAGHER & CO;2017Q1;2017Q1;28.04.2017;27.04.2017;1.629251547;1.143433611;0.845475018;2.677127837;1.769405069;1.695966639;1.391682037;1.49648633;31;0.320055043;50.69006;1.652173913;1.323869029;1.301520743;0.313387367;-0.203066373;0.142306725;0.036497425;0.189172313;81;4;13;41;1.085525549;0.340439176;0.703420946;-0.235054241;0.445266057;-0.216328176;0.748059915;0.08978532;-0.062092087;-0.138203481;-0.107824338;-0.165558325;Value;0.01;0.02;-0.28;0.22
16989;16989;16989;GV_004988;31.03.2017;TGNA;TEGNA INC;2017Q1;2017Q1;10.05.2017;09.05.2017;1.074426033;-0.143668791;1.769077355;0.503330527;0.726847793;0.514872143;0.122884321;0.906534791;31;-0.359698757;13.47634;0.565217391;1.101681957;0.47778469;1.293935159;0.943313008;0.772804574;-1.820172861;-0.338571357;16;0;15;47;1.411915496;0.908591475;0.587127273;0.764946372;0.466891061;-0.508687168;-0.063226257;-0.15971459;0.01971789;-0.293760615;-0.330397959;-0.052859339;Value;-0.3;-0.29;-0.17;0.73
17013;17013;17013;GV_005087;31.03.2017;SPXC;SPX TECHNOLOGIES INC;2017Q1;2017Q1;20.05.2017;04.05.2017;-0.024420453;-0.109002901;-0.080236071;-0.008894112;-0.123260752;-0.168438689;-0.003863856;-0.303501692;31;-0.166740675;24.04;-0.043478261;-0.125988611;-0.201325442;1.865902739;1.202057236;0.983184743;-0.709229799;0.078471932;79;6;1;45;-0.140460164;-0.423027278;-0.06209944;-0.283254169;1.130034322;-0.209067552;1.186896615;0.826144559;-0.319303527;0.220306076;0.194821066;0.030833272;Value;-0.16;-0.13;-0.36;-0.05
17037;17037;17037;GV_005256;31.03.2017;GWW;GRAINGER (W W) INC;2017Q1;2017Q1;28.04.2017;18.04.2017;0.625547008;0.279247103;0.694858431;1.990299065;1.995527578;1.678926683;2.350428699;0.569552647;31;2.612257306;176.17869;5.260869565;1.176341875;1.534191417;0.007783678;-0.365525706;-0.372512345;-0.346520439;-0.369899462;139;6;1;66;0.008434242;-0.083380871;0.091697078;0.2448984;0.395090674;-0.26632837;1.368288409;1.231117258;-0.208023976;-0.034238799;-0.090303885;0.041691741;Growth;-0.07;-0.03;-0.05;0.06
17061;17061;17061;GV_005520;31.03.2017;ALNT;ALLIENT INC;2017Q1;2017Q1;25.05.2017;03.05.2017;-0.311568877;-0.318013375;-0.207941904;-0.196216826;-0.24385784;-0.277385951;-0.302622372;-0.372394502;31;-0.348040894;14.11456;0.029021739;0.118079722;-0.336573987;1.42128284;2.222321794;1.22206021;-0.262588692;-0.487447621;46;6;1;22;-0.436599772;-0.229545343;-0.129779243;0.422887738;0.103293376;0.005085869;0.193981751;0.071293131;-0.409003328;-0.324549161;-0.212322769;-0.07513097;Value;-0.16;-0.13;-0.36;-0.05
17085;17085;17085;GV_005572;28.02.2017;HELE;HELEN OF TROY LTD;2017Q1;2016Q4;05.05.2017;27.04.2017;-0.038695091;-0.293993062;-0.00831583;0.223572574;0.082771477;0.007075721;0.034755448;0.111016154;31;1.156829245;96.5;-0.043478261;-0.125988611;0.057324288;0.671995528;0.075393037;-0.05783939;-0.394531048;-0.52610756;71;1;4;35;-0.274565516;-0.012512874;0.317818629;0.017434695;-0.377479677;-0.483426244;0.198146765;0.027605433;0.083875534;0.412474211;0.299961841;0.191906609;Value;0.09;0.24;-0.14;0.19
17109;17109;17109;GV_005597;31.03.2017;HSY;HERSHEY CO;2017Q1;2017Q1;28.04.2017;26.04.2017;0.551890648;0.269228674;0.950071293;1.358817083;3.30931946;2.641806978;1.642758332;0.021273726;31;1.099898385;93.38327;2.643478261;1.086444163;3.383016969;-0.636067636;-0.819878826;-0.835203211;-0.26486868;-0.417517664;107;2;10;27;1.39065511;0.67949485;0.072193027;0.665647641;0.972868407;-0.245831102;2.549179677;8.444804437;0.45085269;0.201220566;0.053028574;1.098800675;Growth;0.05;0.1;0.11;0.23
17133;17133;17133;GV_005608;31.03.2017;HXL;HEXCEL CORP;2017Q1;2017Q1;21.04.2017;19.04.2017;0.08888441;-0.137171428;0.18226766;0.590823182;0.343770964;0.27168884;0.143992969;0.234861759;31;0.320270219;50.70184;0.434782609;0.313429295;0.417273281;-0.142747345;0.331893008;0.062071244;-0.150280406;-0.214930546;1;6;1;0;0.301347148;0.345052897;0.667168124;0.263932227;-0.134854839;-0.33792219;0.535200624;0.456415836;0.359735085;0.378844164;0.328170589;0.174432054;Value;0.25;0.38;0.36;0.17
17157;17157;17157;GV_005783;31.03.2017;JBHT;HUNT (JB) TRANSPRT SVCS INC;2017Q1;2017Q1;28.04.2017;17.04.2017;0.288836283;-0.322762163;0.239859234;1.074942427;0.917650039;1.072521143;1.374733066;0.290962743;31;0.927180548;83.92768;0.956521739;0.418353896;1.258033824;0.520095025;0.110303715;-0.3002798;-0.107942084;-0.185151421;20;6;22;29;0.475929694;-0.018270388;0.041883974;0.009521784;0.286549077;-0.555491448;1.028162346;1.634822512;-0.041886778;0.19792486;0.376112554;0.374306455;Growth;0.37;0.47;-0.12;0.4
17181;17181;17181;GV_005860;31.03.2017;ITT;ITT INC;2017Q1;2017Q1;19.05.2017;08.05.2017;0.272103275;0.570762131;-0.240192942;0.354493909;0.198911974;0.15865998;0.3012647;0.352240041;31;0.105841663;38.96276;0.513043478;0.517636824;0.240485071;1.379877026;0.898240829;0.349509972;-0.580961596;-0.605931622;79;6;1;45;0.275354265;-0.108748325;0.132926696;-0.866812892;0.144656806;0.141456889;0.111986378;0.007691385;-0.062330483;0.283658357;0.29580875;0.20858551;Value;0.34;0.28;0.08;0.51
17205;17205;17205;GV_005878;31.03.2017;ITW;ILLINOIS TOOL WORKS;2017Q1;2017Q1;06.05.2017;24.04.2017;2.256502981;6.269574137;3.411834425;6.5803726;6.109633717;4.941264953;3.345275108;1.891006356;31;1.580565971;119.69784;2.782608696;0.854871876;7.560133779;0.366685299;0.253219302;-0.069031372;-0.239240205;-0.524132612;79;6;1;45;2.585135656;0.622400509;0.836811937;0.749140461;0.534483929;0.639974917;1.950914263;2.841962888;0.588565007;0.378902701;0.189407797;0.233487281;Growth;0.15;0.23;-0.12;0.02
17229;17229;17229;GV_006223;31.03.2017;EME;EMCOR GROUP INC;2017Q1;2017Q1;28.04.2017;27.04.2017;0.294654139;0.449196333;-0.036618155;0.438860918;0.378228406;0.284955459;1.655654614;0.373811948;31;0.590063307;65.4719;0.304347826;0.124406833;0.284880186;0.725111794;0.135769808;-0.195417107;0.190660857;0.192470348;30;6;1;13;0.017836496;-0.535502773;-0.264435903;-0.49867517;0.155738609;0.024523995;0.184459763;0.044738394;-0.410778102;0.168507616;0.113242124;0.201995624;Value;-0.01;-0.17;-0.48;0.2
17253;17253;17253;GV_006333;31.03.2017;KCLI;KANSAS CITY LIFE INS CO;2017Q1;2017Q1;27.06.2017;27.04.2017;0.406622971;-0.331074536;-0.242221565;-0.164312374;-0.220989118;-0.266699586;-0.249253762;-0.057513567;31;0.087591706;37.96365;1.130434783;1.128255826;-0.298006497;-0.794480157;-0.878307456;-0.114817857;-0.399891285;-0.539177073;90;4;13;41;-0.431087488;-0.411693526;-0.102348942;-0.870617467;0.985194802;-0.564693387;-0.374282279;-0.630712799;-0.285624582;0.307047786;0.177112879;0.168018277;Value;0.06;0.31;-0.19;0.13
17277;17277;17277;GV_006416;31.03.2017;KTCC;KEY TRONIC CORP;2017Q1;2017Q3;30.05.2017;02.05.2017;-0.3036618;-0.352923747;-0.222713318;-0.21776599;-0.263773972;-0.295059554;-0.246724575;-0.353789558;31;-0.464297313;7.75;-0.043478261;-0.125988611;-0.356483809;0.37627166;-0.60673667;-1.125806735;-0.49954136;0.275495633;49;7;20;23;-0.421443232;-0.662183885;-0.43290708;-0.285938799;-0.137134115;-0.550060776;-0.352439692;-0.595047341;-0.545903035;-0.226870561;0.07534999;0.333607826;Value;0.06;0.07;-0.47;0.2
17301;17301;17301;GV_006506;31.03.2017;KUBTY;KUBOTA CORP;2017Q1;2017Q1;06.06.2017;10.05.2017;3.561251896;2.787651821;1.82740684;2.915871226;2.519085964;2.271277826;3.500065797;5.379899443;18;27.64403029;1546.56513;0.26125;0.834572393;2.760508217;0.997959754;0.802968966;-0.017460948;-0.578882932;-0.418931108;3;6;1;45;1.704568473;-0.150634695;0.089178239;-0.2598593;-0.117325218;-0.194826924;-0.074269625;-0.269854071;10.11825646;21.87482504;19.04221176;15.81778366;Value;20.03;11.85;4.88;12.24
17325;17325;17325;GV_006573;31.03.2017;LANC;LANCASTER COLONY CORP;2017Q1;2017Q3;16.05.2017;27.04.2017;-0.22294928;-0.023830309;-0.242221565;-0.04610962;0.039092138;-0.050745962;-0.053897664;-0.125268939;31;1.396030076;109.59526;2.347826087;0.815538332;0.184581277;-0.232657909;-0.772500049;-0.163114354;-0.360935198;-0.097427565;107;2;10;27;-0.272477122;0.031309;-0.078083023;-0.870617467;-1.119339996;0.751486786;0.008892187;1.227826483;0.413725568;0.902516004;0.617248856;1.610682442;Growth;0.68;0.45;0.33;1.08
17349;17349;17349;GV_006639;31.03.2017;LEE;LEE ENTERPRISES INC;2017Q1;2017Q2;31.05.2017;04.05.2017;-0.23515846;-0.312818142;0.02707653;-0.152114734;-0.154164003;-0.167787917;-0.225556014;-0.466500863;31;-0.231403075;20.5;-0.043478261;-0.125988611;-0.351114049;-0.094256568;0.683571331;1.300197951;-0.760104235;-0.803445833;115;0;15;47;-0.033378447;0.234077796;-0.106853701;2.030185337;2.061672483;-0.389874875;-1.717462994;-1.220619921;0.220916941;0.314589031;0.540467038;1.329791011;Value;-0.3;-0.29;-0.17;0.73
17373;17373;17373;GV_006653;31.03.2017;LM;LEGG MASON INC;2017Q1;2016Q4;31.05.2017;26.04.2017;1.04520941;1.596149681;0.884610693;0.734704509;0.608340474;0.434935622;0.405391425;1.641799927;31;0.010231364;33.72849;1.173913043;1.422308341;0.239937625;1.421981554;1.275244979;1.125212578;0.01514204;-0.341785489;11;4;9;8;0.347551739;0.162046204;0.40684019;0.065006648;-0.386120899;0.093045995;-0.135811179;-0.530748242;-0.164236988;-0.164435194;-0.216896118;-0.131022972;Value;-0.25;-0.27;-0.33;-0.04
17387;17387;17387;GV_006932;31.03.2017;MGEE;MGE ENERGY INC;2017Q1;2017Q1;12.05.2017;05.05.2017;-0.043343251;-0.042562379;-0.043685875;0.01524705;-0.026403124;-0.060576048;-0.200482407;-0.036380357;31;0.429464555;56.67978;1.293478261;0.873273226;-0.000834454;0.005212409;-0.871091543;-0.847898775;-0.289953582;-0.566806989;45;10;23;21;-0.207145354;0.734504791;0.564069002;-0.105124564;0.131386084;-0.079119718;0.018415904;0.205962386;0.648417277;0.348632557;0.378563268;0.492952389;Value;0.49;0.33;0.8;0.58
17411;17411;17411;GV_007065;31.03.2017;MMC;MARSH & MCLENNAN COS;2017Q1;2017Q1;28.04.2017;27.04.2017;2.832147238;2.116045032;2.536483885;6.999666471;5.595107249;4.604461786;3.379511131;2.976742668;31;0.611799007;66.66184;1.434782609;0.839739534;5.906783338;-0.078004472;-0.380736787;-0.151485848;-0.271683479;-0.300956979;81;4;13;41;4.098100727;0.515998291;0.906488888;0.137744561;0.336686695;-0.207572016;1.259764095;1.136211568;0.372061236;0.240243529;0.096726504;0.053693963;Growth;-0.07;0.05;0.03;-0.03
17435;17435;17435;GV_007161;31.03.2017;MGRC;MCGRATH RENTCORP;2017Q1;2017Q1;11.05.2017;02.05.2017;-0.152880489;-0.3508802;-0.077982779;-0.128672395;-0.153166614;-0.115195246;-0.266799724;-0.208480568;31;-0.061880364;29.78067;1.086956522;1.454260255;-0.233571247;0.349972051;0.047573591;0.026943213;-0.200762261;-0.306249324;139;6;1;66;-0.303211466;1.208386502;0.224827691;0.129229842;0.330581268;-0.568915218;-0.111371149;-0.128140104;0.141249854;-0.285196645;0.075050653;0.362113908;Value;0.08;-0.29;0.14;0.36
17459;17459;17459;GV_007275;31.03.2017;MLAB;MESA LABORATORIES INC;2017Q1;2016Q4;16.06.2017;07.06.2017;-0.313358227;-0.33987853;-0.214999989;-0.183688833;-0.227329667;-0.26730469;-0.342266617;-0.36143783;31;2.243680894;156.00065;0.652173913;0.08596963;-0.272521655;0.006050866;0.087315657;-0.737955432;0.122960814;0.52281598;89;5;16;44;-0.484596976;1.107290747;0.797679943;0.220516098;-0.399548917;-0.322625955;0.245438811;1.240748072;1.793311963;0.982912658;0.889932892;1.098579632;Growth;0.4;0.3;0.52;0.87
17483;17483;17483;GV_007368;31.03.2017;MSEX;MIDDLESEX WATER CO;2017Q1;2017Q1;14.05.2017;04.05.2017;-0.237130879;-0.340484419;-0.173169289;-0.173549545;-0.218448149;-0.254163658;-0.336027102;-0.297719288;31;-0.003301344;32.98763;0.875;1.087973215;-0.271952292;0.279625489;-0.399844149;-0.77733957;-0.229994426;-0.056469973;141;10;23;68;-0.371787862;1.151733331;0.775635731;-0.11282878;0.318491053;-0.512449158;-0.113957682;0.075847027;1.18649103;0.497255162;0.547389434;0.696886616;Value;0.49;0.33;0.8;0.58
17507;17507;17507;GV_007420;31.03.2017;MSA;MSA SAFETY INC;2017Q1;2017Q1;07.05.2017;25.04.2017;-0.131558224;-0.077839474;-0.106015803;-0.046846561;-0.015012299;-0.076377254;-0.083928006;-0.115492705;31;0.613351635;66.74684;1.391304348;0.824132658;0.083941476;1.176006149;0.723749781;0.477520545;-0.488020626;-0.38895836;99;6;2;10;-0.179377784;0.03034515;-0.034734359;-0.125405052;-0.032598242;0.050640686;-0.010988449;0.794876955;0.340118454;0.781055147;0.634499913;1.266934019;Value;0.12;0.11;-0.08;0.29
17531;17531;17531;GV_007733;31.03.2017;NFG;NATIONAL FUEL GAS CO;2017Q1;2017Q2;10.05.2017;04.05.2017;0.629249539;0.258976393;0.816407396;0.904442292;1.066941872;0.979295168;0.190292911;0.43379568;31;0.182790285;43.17538;1.717391304;1.458425604;0.384956456;0.003647289;-0.125779743;-0.030180763;-0.043317257;-1.042137075;57;10;23;28;0.24698617;1.557805457;0.981152805;0.384788731;0.551734606;-0.27751281;0.595728163;0.108184057;0.094309585;-0.392897245;-0.351728288;-0.148257893;Value;-0.28;-0.39;0;-0.15
17555;17555;17555;GV_007923;31.03.2017;NSC;NORFOLK SOUTHERN CORP;2017Q1;2017Q1;27.04.2017;26.04.2017;5.539013955;2.182480239;4.752753791;5.271667487;5.713844126;5.483575137;2.38666646;6.001037874;31;1.276978377;103.07767;2.608695652;0.965912686;5.234326592;0.623882057;0.059262434;0.378126525;-0.568343649;-0.842150951;116;6;22;29;2.084100422;1.336043348;0.956273985;0.107718926;0.311664742;-0.373676524;0.189726288;0.08746953;0.556368795;-0.03817169;-0.02617516;0.146592126;Value;-0.25;-0.28;0.2;-0.02
17579;17579;17579;GV_007985;31.03.2017;NOC;NORTHROP GRUMMAN CORP;2017Q1;2017Q1;26.04.2017;26.04.2017;3.91047619;3.372999138;3.338296865;8.028842336;6.545002266;5.198148724;6.489639858;2.433618563;31;3.48016353;223.69298;3.869565217;0.639170094;6.738338414;-0.538569033;-0.485515575;-0.374161435;-0.105017861;-0.302886749;1;6;1;0;1.048866621;-0.010709586;0.375610266;0.099241049;0.771177729;-0.16059591;1.904791052;1.828446874;-0.002592756;0.257708501;0.080192826;0.051796104;Growth;0.14;0.33;0.07;0.12
17603;17603;17603;GV_008030;31.03.2017;NUE;NUCOR CORP;2017Q1;2017Q1;10.05.2017;20.04.2017;2.31447906;4.049997808;1.654493665;4.304737703;4.343018964;4.049119031;4.783379588;3.923278985;31;0.336076158;51.56715;1.597826087;1.193214173;2.790018828;1.789686976;0.687685804;0.551778076;0.083430954;-0.927622333;131;8;14;48;2.352311126;0.03408882;0.138264856;-0.048196413;-0.278758842;0.213464364;0.347550571;-0.067884241;-0.272999081;-0.249062455;-0.231249399;-0.095285496;Value;-0.03;-0.23;-0.27;-0.1
17627;17627;17627;GV_008214;31.03.2017;OC;OWENS CORNING;2017Q1;2017Q1;27.04.2017;26.04.2017;0.990922308;-0.086946412;0.901921435;1.053317027;1.146432254;1.190761889;1.213012791;1.60843849;31;0.40160803;55.15475;0.826086957;0.567515554;0.747030599;1.065762996;0.073959206;0.022590101;0.09852518;0.025690466;18;6;1;7;0.48867517;0.143469518;0.08795049;0.118068596;-0.151808417;-0.483841104;0.002991789;-0.256445775;-0.19591388;-0.198933111;-0.11952426;0.064179805;Value;-0.07;-0.03;-0.05;0.06
17651;17651;17651;GV_008215;31.03.2017;OI;O-I GLASS INC;2017Q1;2017Q1;03.05.2017;24.04.2017;1.240758609;0.47376673;2.512140417;0.392611534;1.106853295;1.407685962;1.363865268;-0.096182877;31;-0.223821866;20.91504;-0.043478261;-0.125988611;0.199795834;-0.074650643;0.802049444;0.580479509;-0.0892794;-0.339313576;93;8;14;16;0.93761708;0.187181865;-0.243217125;1.133827774;1.283581811;-0.329507191;1.126128467;1.087951537;-0.407818298;-0.526745216;-0.393134515;0.148774049;Growth;-0.22;-0.25;-0.26;0.09
17675;17675;17675;GV_008334;31.03.2017;PAR;PAR TECHNOLOGY CORP;2017Q1;2017Q1;27.05.2017;15.05.2017;-0.321088426;-0.340808623;-0.242053696;-0.211590934;-0.252866011;-0.292741892;-0.297796163;-0.375035897;31;-0.454528724;8.28479;-0.043478261;-0.125988611;-0.348446711;-0.27676076;-0.507506185;-1.281985213;-0.168087465;-0.075290071;48;7;20;23;-0.376430729;-0.497108719;-0.315386946;-0.861412708;-0.392883051;-0.249032331;-0.107110398;-0.210881474;-0.419239617;0.022017958;-0.008190899;0.371605323;Value;0.06;0.07;-0.47;0.2
